site_number;trn_transaction_date;trn_promotion_id;trn_item_number;units;gross_amount;vat;cost_price;
210350;2018-07-26;0;1098825;4.0;120.0;24.0;44.849999999999994;
210350;2018-07-26;0;1036196;5.0;120.0;24.0;65.75;
210350;2018-07-26;0;1131991;1.0;26.0;5.2;12.34;
210240;2018-07-26;0;1038625;5.0;85.0;17.0;45.599999999999994;
210350;2018-07-26;0;1036623;5.0;170.0;34.0;71.96;
210240;2018-07-26;47025;1038229;21.0;210.0;42.0;146.16000000000003;
210845;2018-07-26;47025;1036103;49.0;490.0;98.0;179.30000000000007;
210845;2018-07-26;0;1098674;2.0;52.0;10.4;27.84;
210240;2018-07-26;0;1131989;2.0;52.0;10.4;26.62;
210240;2018-07-26;47025;1036103;30.0;300.0;60.0;146.70000000000005;
210870;2018-07-26;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-07-26;0;1038466;4.0;96.0;19.2;52.72;
210350;2018-07-26;0;1098824;1.0;30.0;6.0;14.87;
210350;2018-07-26;0;1110348;1.0;32.0;6.4;16.15;
210350;2018-07-26;0;1038203;1.0;12.0;2.4;5.52;
210929;2018-07-26;0;1038466;15.0;360.0;71.999999999999986;197.70000000000007;
210240;2018-07-26;47025;1098560;14.0;140.0;28.0;116.05999999999995;
210929;2018-07-26;0;1098826;1.0;30.0;6.0;14.97;
210870;2018-07-26;0;1098674;3.0;78.0;15.600000000000001;41.76;
210845;2018-07-26;0;1098827;1.0;32.0;6.4;16.06;
210240;2018-07-26;47025;1036903;15.0;150.0;30.0;56.7;
210240;2018-07-26;0;1038229;1.0;0.0;0.0;8.12;
210870;2018-07-26;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-26;0;1131992;1.0;26.0;5.2;12.9;
210929;2018-07-26;0;1098674;9.0;234.0;46.800000000000004;125.28;
210845;2018-07-26;0;1132788;1.0;20.0;4.0;12.39;
210350;2018-07-26;47025;1098560;28.0;280.0;56.0;149.21999999999991;
210929;2018-07-26;0;1036623;5.0;170.0;34.0;89.949999999999989;
210845;2018-07-26;47025;1036513;29.0;290.0;58.0;155.99000000000009;
210929;2018-07-26;0;1098825;2.0;60.0;12.0;29.9;
210929;2018-07-26;0;1098678;1.0;25.0;5.0;13.22;
210870;2018-07-26;47025;1036103;35.0;350.0;70.0;171.15000000000006;
210350;2018-07-26;47025;1036513;17.0;170.0;34.0;123.15000000000006;
210845;2018-07-26;0;1098678;3.0;75.0;15.0;39.660000000000004;
210845;2018-07-26;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210350;2018-07-26;0;1098674;5.0;130.0;26.0;69.6;
210870;2018-07-26;0;1036196;9.0;216.0;43.199999999999996;118.35000000000002;
210845;2018-07-26;47025;1036903;24.0;240.0;48.0;161.99999999999994;
210929;2018-07-26;47025;1036513;11.0;110.0;22.0;90.310000000000031;
210350;2018-07-26;0;1098826;15.0;450.0;90.0;119.76;
210870;2018-07-26;0;1098825;2.0;60.0;12.0;29.9;
210929;2018-07-26;0;1131990;3.0;102.0;20.4;54.900000000000006;
210350;2018-07-26;0;1131989;2.0;52.0;10.4;26.62;
210240;2018-07-26;0;1098674;2.0;52.0;10.4;27.84;
210845;2018-07-26;0;1036623;5.0;170.0;34.0;71.96;
210845;2018-07-26;0;1131992;3.0;78.0;15.600000000000001;38.7;
210929;2018-07-26;47025;1038229;23.0;230.0;46.0;186.76000000000005;
210240;2018-07-26;47025;1036513;13.0;130.0;26.0;82.100000000000023;
210240;2018-07-26;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-26;0;1038625;13.0;221.0;44.199999999999989;118.56000000000002;
210929;2018-07-26;0;1098677;16.0;592.0;118.40000000000003;313.27999999999986;
210845;2018-07-26;0;1038203;5.0;60.0;12.0;27.599999999999998;
210870;2018-07-26;47025;1036903;20.0;200.0;40.0;89.09999999999998;
210240;2018-07-26;0;1038466;1.0;24.0;4.8;13.18;
210845;2018-07-26;47025;1038229;23.0;230.0;46.0;154.28000000000003;
210350;2018-07-26;0;1110359;5.0;70.0;14.0;29.65;
210350;2018-07-26;47025;1036103;10.0;100.0;20.0;81.500000000000014;
210870;2018-07-26;0;1131990;2.0;68.0;13.6;36.6;
210240;2018-07-26;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-07-26;0;1110359;1.0;14.0;2.8;5.93;
210870;2018-07-26;0;1038466;6.0;144.0;28.8;105.44000000000003;
210350;2018-07-26;47025;1036903;31.0;310.0;62.0;186.29999999999993;
210350;2018-07-26;0;1038625;1.0;11.9;2.38;9.12;
210845;2018-07-26;0;1098824;1.0;30.0;6.0;14.87;
210870;2018-07-26;47025;1038229;19.0;190.0;38.0;154.28000000000003;
210240;2018-07-26;0;1110359;1.0;14.0;2.8;5.93;
210845;2018-07-26;0;1098825;2.0;60.0;12.0;29.9;
210240;2018-07-26;0;1036196;3.0;72.0;14.399999999999999;39.45;
210350;2018-07-26;47025;1038229;25.0;250.0;50.0;146.16000000000003;
210929;2018-07-26;47025;1036903;23.0;230.0;46.0;186.29999999999993;
210845;2018-07-26;47025;1098560;10.0;100.0;20.0;82.899999999999977;
210870;2018-07-26;0;1038625;6.0;102.0;20.4;54.719999999999992;
210870;2018-07-26;0;1098677;1.0;37.0;7.4;19.58;
210870;2018-07-26;47025;1098560;20.0;200.0;40.0;165.7999999999999;
210870;2018-07-26;0;1134792;1.0;15.0;3.0;7.51;
210350;2018-07-26;0;1038625;5.0;85.0;17.0;36.48;
210845;2018-07-26;0;1131989;3.0;78.0;15.600000000000001;39.93;
210845;2018-07-26;0;1036196;11.0;264.0;52.79999999999999;118.35000000000002;
210929;2018-07-26;47025;1098560;38.0;380.0;76.0;315.02;
210870;2018-07-26;47025;1036513;8.0;80.0;16.0;65.68;
210870;2018-07-26;0;1098678;1.0;25.0;5.0;13.22;
210870;2018-07-26;0;1098826;6.0;180.0;36.0;89.820000000000007;
210240;2018-07-26;0;1098826;1.0;30.0;6.0;14.97;
210870;2018-07-26;0;1038625;1.0;15.3;3.06;9.12;
210350;2018-07-26;0;1038466;3.0;72.0;14.399999999999999;39.54;
210845;2018-07-26;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-07-25;0;1110359;9.0;126.0;25.200000000000003;29.65;
210845;2018-07-25;47025;1098560;24.0;240.0;48.0;165.7999999999999;
210929;2018-07-25;47025;1036103;17.0;170.0;34.0;138.55000000000004;
210240;2018-07-25;47025;1038229;12.0;120.0;24.0;81.2;
210870;2018-07-25;47025;1036103;6.0;60.0;12.0;32.6;
210845;2018-07-25;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210870;2018-07-25;0;1131989;2.0;52.0;10.4;26.62;
210350;2018-07-25;0;1036623;4.0;136.0;27.2;71.96;
210845;2018-07-25;0;1038625;3.0;51.0;10.2;27.36;
210350;2018-07-25;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-07-25;0;1038466;5.0;120.0;24.0;65.9;
210845;2018-07-25;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-07-25;0;1038466;7.0;168.0;33.6;92.260000000000019;
210845;2018-07-25;0;1115099;1.0;26.0;5.2;12.33;
210845;2018-07-25;47025;1036513;25.0;250.0;50.0;164.2000000000001;
210929;2018-07-25;0;1038203;2.0;24.0;4.8;11.04;
210870;2018-07-25;0;1038229;1.0;0.0;0.0;8.12;
210350;2018-07-25;0;1098674;2.0;52.0;10.4;27.84;
210870;2018-07-25;0;1098677;4.0;148.0;29.6;78.32;
210350;2018-07-25;0;1098824;2.0;60.0;12.0;29.74;
210845;2018-07-25;0;1038466;7.0;168.0;33.6;92.260000000000019;
210845;2018-07-25;47025;1038229;16.0;160.0;32.0;97.440000000000012;
210845;2018-07-25;47025;1036903;26.0;260.0;52.0;121.49999999999996;
210350;2018-07-25;47025;1098560;5.0;50.0;10.0;41.449999999999996;
210240;2018-07-25;0;1110359;2.0;28.0;5.6;11.86;
210845;2018-07-25;0;1098674;3.0;78.0;15.600000000000001;41.76;
210929;2018-07-25;47025;1098560;22.0;220.0;44.0;182.37999999999988;
210845;2018-07-25;0;1098826;6.0;180.0;36.0;89.820000000000007;
210350;2018-07-25;47025;1036513;7.0;70.0;14.0;57.470000000000006;
210350;2018-07-25;0;1098678;1.0;25.0;5.0;13.22;
210845;2018-07-25;0;1110359;1.0;14.0;2.8;5.93;
210350;2018-07-25;47025;1036103;16.0;160.0;32.0;105.95000000000003;
210240;2018-07-25;0;1038625;2.0;34.0;6.8;18.24;
210870;2018-07-25;0;1098825;6.0;180.0;36.0;89.7;
210929;2018-07-25;0;1098677;7.0;259.0;51.8;137.06;
210350;2018-07-25;47025;1038229;21.0;210.0;42.0;138.04000000000002;
210870;2018-07-25;0;1098678;3.0;75.0;15.0;26.44;
210929;2018-07-25;0;1098825;6.0;180.0;36.0;89.7;
210240;2018-07-25;0;1098678;1.0;17.5;3.5;13.22;
210240;2018-07-25;0;1098826;1.0;21.0;4.2;14.97;
210929;2018-07-25;0;1098824;4.0;120.0;24.0;59.48;
210870;2018-07-25;47025;1036513;21.0;210.0;42.0;106.73000000000005;
210240;2018-07-25;0;1038466;3.0;72.0;14.399999999999999;39.54;
210240;2018-07-25;0;1131989;1.0;26.0;5.2;13.31;
210845;2018-07-25;0;1098824;1.0;30.0;6.0;14.87;
210240;2018-07-25;0;1098674;3.0;78.0;15.600000000000001;27.84;
210240;2018-07-25;47025;1036903;21.0;210.0;42.0;113.39999999999996;
210240;2018-07-25;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-07-25;0;1098674;9.0;234.0;46.800000000000004;125.28;
210870;2018-07-25;0;1098674;1.0;26.0;5.2;13.92;
210240;2018-07-25;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-25;47025;1036903;21.0;210.0;42.0;170.09999999999994;
210870;2018-07-25;47025;1098560;13.0;130.0;26.0;74.609999999999985;
210350;2018-07-25;0;1038203;2.0;24.0;4.8;11.04;
210845;2018-07-25;0;1110347;1.0;20.0;4.0;11.35;
210350;2018-07-25;0;1036196;17.0;408.0;81.59999999999998;144.65000000000003;
210240;2018-07-25;0;1098824;1.0;21.0;4.2;14.87;
210350;2018-07-25;0;1038466;10.0;240.0;47.999999999999993;92.260000000000019;
210350;2018-07-25;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-25;0;1113841;1.0;17.0;3.4;8.65;
210350;2018-07-25;0;1038625;1.0;17.0;3.4;9.12;
210240;2018-07-25;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-07-25;0;1098678;1.0;25.0;5.0;13.22;
210870;2018-07-25;0;1098827;5.0;160.0;32.0;64.24;
210240;2018-07-25;47025;1036513;8.0;80.0;16.0;41.050000000000004;
210350;2018-07-25;0;1098827;1.0;32.0;6.4;16.06;
210870;2018-07-25;0;1131990;2.0;68.0;13.6;36.6;
210845;2018-07-25;0;1036196;4.0;96.0;19.2;52.6;
210350;2018-07-25;0;1131989;7.0;182.0;36.400000000000006;53.24;
210929;2018-07-25;0;1131992;3.0;78.0;15.600000000000001;38.7;
210870;2018-07-25;0;1110359;6.0;84.0;16.8;29.65;
210240;2018-07-25;0;1036623;1.0;34.0;6.8;17.99;
210870;2018-07-25;47025;1036903;30.0;300.0;60.0;153.89999999999995;
210350;2018-07-25;0;1098825;3.0;90.0;18.0;44.849999999999994;
210845;2018-07-25;0;1131990;3.0;102.0;20.4;54.900000000000006;
210929;2018-07-25;0;1115099;2.0;52.0;10.4;24.66;
210240;2018-07-25;0;1131990;1.0;34.0;6.8;18.3;
210240;2018-07-25;0;1134792;1.0;15.0;3.0;7.51;
210870;2018-07-25;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-07-25;0;1036196;2.0;48.0;9.6;26.3;
210870;2018-07-25;47025;1038229;20.0;200.0;40.0;154.28000000000003;
210350;2018-07-25;0;1098826;5.0;150.0;30.0;59.88;
210929;2018-07-25;0;1036623;9.0;306.0;61.199999999999989;161.91;
210929;2018-07-25;47025;1036513;22.0;220.0;44.0;180.62000000000012;
210350;2018-07-25;0;1131992;2.0;52.0;10.4;12.9;
210845;2018-07-25;47025;1036103;25.0;250.0;50.0;171.15000000000006;
210845;2018-07-25;0;1110358;2.0;50.0;10.0;12.46;
210845;2018-07-25;0;1036623;6.0;204.0;40.8;107.93999999999998;
210350;2018-07-25;47025;1036903;23.0;230.0;46.0;153.89999999999995;
210929;2018-07-25;0;1098826;6.0;180.0;36.0;89.820000000000007;
210870;2018-07-25;0;1036623;6.0;204.0;40.8;107.93999999999998;
210929;2018-07-25;0;1131989;7.0;182.0;36.4;93.17;
210845;2018-07-25;0;1098825;1.0;30.0;6.0;14.95;
210870;2018-07-25;0;1038625;2.0;34.0;6.8;18.24;
210240;2018-07-25;47025;1098560;8.0;80.0;16.0;66.32;
210929;2018-07-25;0;1038625;10.0;170.0;33.999999999999993;91.2;
210929;2018-07-25;0;1036196;4.0;96.0;19.2;52.6;
210870;2018-07-25;0;1036196;5.0;120.0;24.0;52.6;
210845;2018-07-25;0;1038203;5.0;60.0;12.0;16.56;
210240;2018-07-25;0;1098825;6.0;180.0;36.0;14.95;
210240;2018-07-25;47025;1036103;16.0;160.0;32.0;105.95000000000003;
210845;2018-07-25;0;1131992;2.0;52.0;10.4;12.9;
210350;2018-07-24;47025;1036903;23.0;230.0;46.0;145.79999999999995;
210240;2018-07-24;0;1098826;1.0;30.0;6.0;14.97;
210870;2018-07-24;47025;1098560;9.0;90.0;18.0;74.609999999999985;
210845;2018-07-24;0;1038625;4.0;68.0;13.6;36.48;
210929;2018-07-24;0;1098674;7.0;182.0;36.4;97.44;
210350;2018-07-24;0;1110348;1.0;32.0;6.4;16.15;
210845;2018-07-24;0;1036196;6.0;144.0;28.8;78.9;
210350;2018-07-24;0;1098824;8.0;240.0;48.0;118.96000000000001;
210845;2018-07-24;47025;1036103;36.0;360.0;72.0;81.500000000000014;
210870;2018-07-24;0;1115099;1.0;26.0;5.2;12.33;
210240;2018-07-24;0;1131990;1.0;23.8;4.76;18.3;
210240;2018-07-24;0;1098677;1.0;25.9;5.18;19.58;
210845;2018-07-24;0;1098674;2.0;52.0;10.4;27.84;
210845;2018-07-24;0;1038203;1.0;12.0;2.4;5.52;
210240;2018-07-24;47025;1098560;9.0;90.0;18.0;66.32;
210350;2018-07-24;0;1036196;6.0;144.0;28.8;65.75;
210845;2018-07-24;0;1131992;1.0;26.0;5.2;12.9;
210845;2018-07-24;0;1110359;2.0;28.0;5.6;11.86;
210350;2018-07-24;0;1110359;2.0;0.0;0.0;11.86;
210929;2018-07-24;47025;1036513;12.0;120.0;24.0;98.520000000000039;
210929;2018-07-24;0;1098678;4.0;100.0;20.0;52.88;
210240;2018-07-24;47025;1038229;17.0;170.0;34.0;138.04000000000002;
210845;2018-07-24;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-07-24;47025;1036103;23.0;230.0;46.0;187.45000000000007;
210845;2018-07-24;47025;1038229;13.0;130.0;26.0;97.440000000000012;
210350;2018-07-24;0;1098678;1.0;25.0;5.0;13.22;
210845;2018-07-24;0;1098826;4.0;120.0;24.0;59.88;
210929;2018-07-24;47025;1036903;24.0;240.0;48.0;194.39999999999992;
210845;2018-07-24;0;1131991;2.0;52.0;10.4;24.68;
210240;2018-07-24;0;1036623;4.0;136.0;27.2;71.96;
210350;2018-07-24;0;1098826;7.0;210.0;42.0;89.820000000000007;
210240;2018-07-24;0;1110359;2.0;28.0;5.6;11.86;
210240;2018-07-24;47025;1036903;14.0;140.0;28.0;105.29999999999997;
210870;2018-07-24;0;1098824;1.0;20.0;4.0;14.87;
210350;2018-07-24;0;1110359;4.0;56.0;11.2;23.72;
210240;2018-07-24;0;1098677;1.0;37.0;7.4;19.58;
210870;2018-07-24;0;1036196;2.0;48.0;9.6;26.3;
210845;2018-07-24;0;1098825;3.0;90.0;18.0;44.849999999999994;
210870;2018-07-24;0;1038466;3.0;72.0;14.399999999999999;39.54;
210350;2018-07-24;0;1038203;4.0;48.0;9.6;16.56;
210350;2018-07-24;47025;1036513;9.0;90.0;18.0;73.890000000000015;
210845;2018-07-24;47025;1036903;20.0;200.0;40.0;129.59999999999997;
210240;2018-07-24;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-24;0;1098826;12.0;360.0;72.0;179.64000000000001;
210929;2018-07-24;0;1098825;1.0;30.0;6.0;14.95;
210929;2018-07-24;0;1036623;6.0;204.0;40.8;107.93999999999998;
210350;2018-07-24;0;1131992;4.0;104.0;20.8;38.7;
210870;2018-07-24;0;1038625;5.0;85.0;17.0;45.599999999999994;
210240;2018-07-24;0;1115099;1.0;18.2;3.64;12.33;
210870;2018-07-24;0;1098824;2.0;60.0;12.0;29.74;
210870;2018-07-24;0;1098827;1.0;32.0;6.4;16.06;
210870;2018-07-24;0;1098674;2.0;52.0;10.4;27.84;
210350;2018-07-24;0;1131989;1.0;26.0;5.2;13.31;
210240;2018-07-24;0;1098825;1.0;30.0;6.0;14.95;
210870;2018-07-24;0;1131989;1.0;26.0;5.2;13.31;
210929;2018-07-24;0;1036196;13.0;312.0;62.399999999999984;170.95000000000005;
210870;2018-07-24;47025;1036513;6.0;60.0;12.0;49.260000000000005;
210350;2018-07-24;0;1098677;6.0;222.0;44.4;97.899999999999991;
210845;2018-07-24;0;1131989;3.0;78.0;15.600000000000001;39.93;
210929;2018-07-24;0;1098560;1.0;17.0;3.4;8.29;
210929;2018-07-24;0;1131992;3.0;78.0;15.600000000000001;38.7;
210350;2018-07-24;0;1038466;5.0;120.0;24.0;52.72;
210240;2018-07-24;0;1036196;5.0;120.0;24.0;52.6;
210870;2018-07-24;0;1131990;1.0;34.0;6.8;18.3;
210240;2018-07-24;0;1098674;1.0;26.0;5.2;13.92;
210929;2018-07-24;0;1038466;6.0;144.0;28.8;79.080000000000013;
210240;2018-07-24;0;1131990;3.0;102.0;20.4;54.900000000000006;
210350;2018-07-24;47025;1038229;10.0;100.0;20.0;73.08;
210350;2018-07-24;47025;1036103;7.0;70.0;14.0;48.9;
210845;2018-07-24;0;1098824;2.0;40.0;8.0;29.74;
210870;2018-07-24;47025;1038229;8.0;80.0;16.0;64.96;
210870;2018-07-24;0;1110359;1.0;0.0;0.0;5.93;
210870;2018-07-24;0;1036623;5.0;170.0;34.0;89.949999999999989;
210845;2018-07-24;47025;1036513;9.0;90.0;18.0;73.890000000000015;
210870;2018-07-24;47025;1036103;7.0;70.0;14.0;57.05;
210350;2018-07-24;0;1115099;1.0;26.0;5.2;12.33;
210929;2018-07-24;47025;1098560;14.0;140.0;28.0;116.05999999999995;
210929;2018-07-24;0;1098677;6.0;222.0;44.4;117.47999999999999;
210929;2018-07-24;0;1038203;3.0;36.0;7.1999999999999993;16.56;
210240;2018-07-24;47025;1036103;2.0;20.0;4.0;16.3;
210929;2018-07-24;0;1038625;13.0;221.0;44.199999999999989;118.56000000000002;
210870;2018-07-24;0;1134792;1.0;15.0;3.0;7.51;
210845;2018-07-24;0;1038466;6.0;144.0;28.8;79.080000000000013;
210240;2018-07-24;0;1038229;1.0;0.0;0.0;8.12;
210350;2018-07-24;0;1098825;4.0;120.0;24.0;29.9;
210929;2018-07-24;0;1115099;4.0;104.0;20.8;49.32;
210845;2018-07-24;0;1036623;2.0;68.0;13.6;17.99;
210240;2018-07-24;0;1115099;1.0;26.0;5.2;12.33;
210240;2018-07-24;47025;1036513;9.0;90.0;18.0;57.470000000000006;
210870;2018-07-24;47025;1036903;10.0;100.0;20.0;80.999999999999986;
210870;2018-07-24;0;1110359;5.0;70.0;14.0;29.65;
210870;2018-07-24;0;1098677;1.0;37.0;7.4;19.58;
210870;2018-07-24;0;1098825;3.0;90.0;18.0;44.849999999999994;
210845;2018-07-24;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-07-24;0;1098826;3.0;90.0;18.0;44.910000000000004;
210845;2018-07-24;47025;1098560;10.0;100.0;20.0;82.899999999999977;
210845;2018-07-24;0;1098824;3.0;90.0;18.0;29.74;
210350;2018-07-24;0;1098827;2.0;64.0;12.8;32.12;
210350;2018-07-24;0;1098826;1.0;21.0;4.2;14.97;
210350;2018-07-24;0;1038229;1.0;0.0;0.0;8.12;
210350;2018-07-24;0;1036623;3.0;102.0;20.4;53.97;
210929;2018-07-24;0;1098824;4.0;120.0;24.0;59.48;
210929;2018-07-24;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-07-24;0;1038625;7.0;119.0;23.8;54.719999999999992;
210350;2018-07-24;47025;1098560;11.0;110.0;22.0;74.609999999999985;
210240;2018-07-24;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-07-24;47025;1038229;14.0;140.0;28.0;113.68000000000002;
210240;2018-07-24;0;1038625;1.0;17.0;3.4;9.12;
210845;2018-07-24;0;1098678;4.0;100.0;20.0;52.88;
210845;2018-07-23;0;1115099;2.0;52.0;10.4;24.66;
210870;2018-07-23;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-07-23;0;1098826;3.0;90.0;18.0;29.94;
210845;2018-07-23;0;1098678;1.0;25.0;5.0;13.22;
210240;2018-07-23;0;1036103;1.0;17.0;3.4;8.15;
210929;2018-07-23;0;1134792;2.0;30.0;6.0;15.02;
210350;2018-07-23;0;1038203;1.0;12.0;2.4;5.52;
210929;2018-07-23;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210845;2018-07-23;0;1038203;2.0;24.0;4.8;11.04;
210845;2018-07-23;0;1098824;2.0;60.0;12.0;29.74;
210350;2018-07-23;0;1036903;1.0;17.0;3.4;8.1;
210350;2018-07-23;0;1098674;3.0;78.0;15.600000000000001;27.84;
210845;2018-07-23;0;1036623;6.0;204.0;40.8;71.96;
210929;2018-07-23;0;1098825;6.0;180.0;36.0;89.7;
210845;2018-07-23;0;1098824;1.0;27.0;5.4;14.87;
210350;2018-07-23;0;1098560;5.0;85.0;17.0;41.449999999999996;
210845;2018-07-23;0;1036103;1.0;17.0;3.4;8.15;
210350;2018-07-23;0;1098825;1.0;30.0;6.0;14.95;
210929;2018-07-23;0;1132788;1.0;20.0;4.0;12.39;
210870;2018-07-23;0;1098674;3.0;78.0;15.600000000000001;41.76;
210870;2018-07-23;0;1098825;2.0;60.0;12.0;29.9;
210870;2018-07-23;0;1131989;1.0;26.0;5.2;13.31;
210870;2018-07-23;0;1036513;2.0;34.0;6.8;16.42;
210240;2018-07-23;0;1098677;1.0;37.0;7.4;19.58;
210350;2018-07-23;0;1038229;3.0;35.7;7.14;8.12;
210929;2018-07-23;0;1036196;5.0;120.0;24.0;65.75;
210240;2018-07-23;0;1036513;2.0;34.0;6.8;16.42;
210240;2018-07-23;0;1131990;1.0;34.0;6.8;18.3;
210240;2018-07-23;0;1098825;1.0;30.0;6.0;14.95;
210870;2018-07-23;0;1036196;1.0;24.0;4.8;13.15;
210350;2018-07-23;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-07-23;0;1036903;9.0;153.0;30.599999999999994;72.899999999999991;
210845;2018-07-23;0;1098825;2.0;60.0;12.0;29.9;
210929;2018-07-23;0;1038625;4.0;68.0;13.6;36.48;
210870;2018-07-23;0;1036903;3.0;51.0;10.2;24.299999999999997;
210350;2018-07-23;0;1110359;2.0;0.0;0.0;11.86;
210845;2018-07-23;0;1038229;4.0;68.0;13.6;32.48;
210350;2018-07-23;0;1036103;1.0;17.0;3.4;8.15;
210845;2018-07-23;0;1110359;1.0;12.6;2.52;5.93;
210350;2018-07-23;0;1098677;4.0;148.0;29.6;19.58;
210240;2018-07-23;0;1115099;1.0;26.0;5.2;12.33;
210929;2018-07-23;0;1036623;3.0;102.0;20.4;53.97;
210350;2018-07-23;0;1098826;6.0;180.0;36.0;89.820000000000007;
210845;2018-07-23;0;1098674;1.0;26.0;5.2;13.92;
210870;2018-07-23;0;1098826;3.0;90.0;18.0;44.910000000000004;
210929;2018-07-23;0;1038203;8.0;96.0;19.2;44.16;
210350;2018-07-23;0;1036196;4.0;96.0;19.2;39.45;
210870;2018-07-23;0;1036623;1.0;34.0;6.8;17.99;
210845;2018-07-23;0;1098560;2.0;34.0;6.8;16.58;
210870;2018-07-23;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-07-23;0;1098826;7.0;210.0;42.0;104.79;
210929;2018-07-23;0;1038466;6.0;144.0;28.8;79.080000000000013;
210350;2018-07-23;0;1036513;4.0;68.0;13.6;32.84;
210870;2018-07-23;0;1036103;2.0;34.0;6.8;16.3;
210929;2018-07-23;0;1131990;4.0;136.0;27.2;73.2;
210929;2018-07-23;0;1098678;1.0;25.0;5.0;13.22;
210870;2018-07-23;0;1098677;1.0;25.9;5.18;19.58;
210350;2018-07-23;0;1036623;3.0;102.0;20.4;53.97;
210845;2018-07-23;0;1036903;1.0;15.3;3.06;8.1;
210350;2018-07-23;0;1110359;2.0;28.0;5.6;11.86;
210350;2018-07-23;0;1098560;1.0;11.9;2.38;8.29;
210870;2018-07-23;0;1110359;1.0;14.0;2.8;5.93;
210350;2018-07-23;0;1131989;2.0;52.0;10.4;26.62;
210845;2018-07-23;0;1131992;2.0;52.0;10.4;25.8;
210845;2018-07-23;0;1036623;2.0;61.2;12.24;35.98;
210929;2018-07-23;0;1036513;6.0;102.0;20.4;49.260000000000005;
210845;2018-07-23;0;1132788;1.0;20.0;4.0;12.39;
210870;2018-07-23;0;1038625;1.0;17.0;3.4;9.12;
210870;2018-07-23;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-07-23;0;1098560;4.0;68.0;13.6;33.16;
210870;2018-07-23;0;1038229;4.0;68.0;13.6;32.48;
210870;2018-07-23;0;1098560;1.0;17.0;3.4;8.29;
210845;2018-07-23;0;1036513;2.0;34.0;6.8;16.42;
210845;2018-07-23;0;1098677;1.0;37.0;7.4;19.58;
210845;2018-07-23;0;1036903;7.0;119.0;23.799999999999997;56.7;
210240;2018-07-23;0;1038625;1.0;17.0;3.4;9.12;
210845;2018-07-23;0;1038625;2.0;34.0;6.8;18.24;
210350;2018-07-23;0;1038625;4.0;68.0;13.6;36.48;
210240;2018-07-23;0;1038229;1.0;17.0;3.4;8.12;
210929;2018-07-23;0;1038229;5.0;85.0;17.0;40.599999999999994;
210929;2018-07-23;0;1131989;3.0;78.0;15.600000000000001;39.93;
210240;2018-07-23;0;1038466;2.0;48.0;9.6;26.36;
210350;2018-07-23;0;1038229;3.0;51.0;10.2;24.36;
210929;2018-07-23;0;1098674;1.0;26.0;5.2;13.92;
210350;2018-07-23;0;1038203;2.0;16.8;3.36;11.04;
210240;2018-07-23;0;1098678;3.0;75.0;15.0;39.660000000000004;
210929;2018-07-23;0;1131992;4.0;104.0;20.8;51.6;
210929;2018-07-23;0;1098824;2.0;60.0;12.0;29.74;
210350;2018-07-23;0;1098825;1.0;21.0;4.2;14.95;
210929;2018-07-23;0;1036103;5.0;85.0;17.0;40.75;
210870;2018-07-22;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-07-22;0;1098560;8.0;136.0;27.199999999999996;66.32;
210929;2018-07-22;0;1131990;2.0;68.0;13.6;36.6;
210350;2018-07-22;0;1110359;2.0;28.0;5.6;11.86;
210240;2018-07-22;0;1098678;1.0;25.0;5.0;13.22;
210240;2018-07-22;0;1038229;1.0;11.9;2.38;8.12;
210929;2018-07-22;0;1131991;1.0;26.0;5.2;12.34;
210240;2018-07-22;0;1038229;4.0;68.0;13.6;32.48;
210929;2018-07-22;0;1110347;1.0;20.0;4.0;11.35;
210845;2018-07-22;0;1038229;2.0;34.0;6.8;16.24;
210350;2018-07-22;0;1038203;1.0;12.0;2.4;5.52;
210240;2018-07-22;0;1132788;1.0;20.0;4.0;12.39;
210845;2018-07-22;0;1098674;1.0;26.0;5.2;13.92;
210929;2018-07-22;0;1038625;17.0;289.0;57.799999999999983;155.04000000000002;
210350;2018-07-22;0;1110359;2.0;0.0;0.0;11.86;
