site_number;trn_transaction_date;trn_promotion_id;trn_item_number;units;gross_amount;vat;cost_price;
210870;2018-08-21;0;1115099;2.0;52.0;10.4;24.66;
210929;2018-08-21;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-21;0;1110347;1.0;20.0;4.0;11.35;
210870;2018-08-21;0;1098827;4.0;128.0;25.6;64.24;
210240;2018-08-21;0;1038229;1.0;17.0;3.4;8.12;
210870;2018-08-21;0;1098674;2.0;52.0;10.4;27.84;
210350;2018-08-21;0;1098826;1.0;30.0;6.0;14.97;
210845;2018-08-21;0;1131989;1.0;26.0;5.2;13.31;
210870;2018-08-21;0;1038466;6.0;144.0;28.8;79.080000000000013;
210929;2018-08-21;0;1038466;1.0;24.0;4.8;13.18;
210845;2018-08-21;0;1036623;1.0;34.0;6.8;17.99;
210240;2018-08-21;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-21;0;1131989;3.0;78.0;15.600000000000001;39.93;
210240;2018-08-21;0;1098560;2.0;34.0;6.8;16.58;
210929;2018-08-21;47025;1036513;2.0;20.0;4.0;16.42;
210845;2018-08-21;47025;1136294;1.0;10.0;2.0;8.29;
210240;2018-08-21;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-08-21;0;1098827;1.0;32.0;6.4;16.06;
210240;2018-08-21;0;1036196;2.0;48.0;9.6;26.3;
210350;2018-08-21;0;1098827;4.0;128.0;25.6;64.24;
210350;2018-08-21;0;1110359;1.0;14.0;2.8;5.93;
210845;2018-08-20;0;1131992;1.0;26.0;5.2;12.9;
210870;2018-08-20;0;1098826;3.0;90.0;18.0;44.910000000000004;
210845;2018-08-20;47025;1038229;15.0;150.0;30.0;121.80000000000003;
210929;2018-08-20;0;1131992;2.0;52.0;10.4;25.8;
210929;2018-08-20;0;1038203;2.0;24.0;4.8;11.04;
210845;2018-08-20;47025;1098560;12.0;120.0;24.0;99.479999999999961;
210350;2018-08-20;47025;1136294;1.0;10.0;2.0;8.29;
210870;2018-08-20;0;1098677;2.0;74.0;14.8;39.16;
210845;2018-08-20;0;1098827;1.0;32.0;6.4;16.06;
210929;2018-08-20;47025;1036513;2.0;20.0;4.0;16.42;
210870;2018-08-20;0;1098827;1.0;22.4;4.48;16.06;
210845;2018-08-20;0;1110359;1.0;14.0;2.8;5.93;
210350;2018-08-20;0;1036196;4.0;96.0;19.2;39.45;
210845;2018-08-20;0;1098677;1.0;37.0;7.4;19.58;
210240;2018-08-20;0;1131991;2.0;52.0;10.4;24.68;
210845;2018-08-20;0;1036196;3.0;72.0;14.399999999999999;39.45;
210929;2018-08-20;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-08-20;47025;1098560;6.0;60.0;12.0;49.739999999999995;
210870;2018-08-20;0;1115099;1.0;26.0;5.2;12.33;
210350;2018-08-20;47025;1098560;6.0;60.0;12.0;41.449999999999996;
210929;2018-08-20;47025;1136294;1.0;10.0;2.0;8.29;
210845;2018-08-20;0;1131989;2.0;52.0;10.4;26.62;
210240;2018-08-20;47025;1098560;5.0;50.0;10.0;41.449999999999996;
210350;2018-08-20;0;1098825;1.0;30.0;6.0;14.95;
210845;2018-08-20;0;1115099;2.0;52.0;10.4;24.66;
210240;2018-08-20;47025;1038229;8.0;80.0;16.0;64.96;
210870;2018-08-20;0;1131990;2.0;68.0;13.6;36.6;
210929;2018-08-20;0;1098827;1.0;32.0;6.4;16.06;
210240;2018-08-20;0;1110359;2.0;28.0;5.6;5.93;
210845;2018-08-20;0;1098826;1.0;30.0;6.0;14.97;
210845;2018-08-20;0;1131991;1.0;26.0;5.2;12.34;
210240;2018-08-20;0;1038466;2.0;48.0;9.6;26.36;
210870;2018-08-20;0;1036196;1.0;24.0;4.8;13.15;
210240;2018-08-20;0;1098674;1.0;26.0;5.2;13.92;
210845;2018-08-20;0;1036623;1.0;34.0;6.8;17.99;
210240;2018-08-20;47025;1136294;3.0;30.0;6.0;24.869999999999997;
210240;2018-08-20;0;1098824;1.0;30.0;6.0;14.87;
210870;2018-08-20;0;1038466;4.0;96.0;19.2;52.72;
210350;2018-08-20;0;1131989;1.0;26.0;5.2;13.31;
210929;2018-08-20;47025;1038229;4.0;40.0;8.0;32.48;
210929;2018-08-20;0;1110359;3.0;42.0;8.3999999999999986;17.79;
210870;2018-08-20;0;1098827;0.0;0.0;0.0;32.12;
210929;2018-08-20;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-20;47025;1036103;1.0;10.0;2.0;8.15;
210870;2018-08-20;0;1098674;6.0;156.0;31.2;83.52;
210240;2018-08-20;0;1098678;2.0;50.0;10.0;26.44;
210240;2018-08-20;0;1131990;2.0;68.0;13.6;36.6;
210350;2018-08-20;0;1038466;3.0;72.0;14.399999999999999;26.36;
210929;2018-08-20;0;1132788;2.0;40.0;8.0;24.78;
210929;2018-08-20;0;1036623;2.0;68.0;13.6;35.98;
210870;2018-08-20;0;1098825;1.0;30.0;6.0;44.849999999999994;
210845;2018-08-20;0;1110347;3.0;60.0;12.0;34.05;
210870;2018-08-20;0;1098824;2.0;60.0;12.0;29.74;
210845;2018-08-20;47025;1136294;1.0;10.0;2.0;8.29;
210240;2018-08-20;0;1036196;1.0;24.0;4.8;13.15;
210929;2018-08-20;0;1036196;1.0;24.0;4.8;13.15;
210240;2018-08-19;0;1036196;6.0;144.0;28.8;78.9;
210929;2018-08-19;0;1110347;1.0;20.0;4.0;11.35;
210845;2018-08-19;0;1036623;2.0;68.0;13.6;35.98;
210929;2018-08-19;0;1098827;1.0;32.0;6.4;16.06;
210929;2018-08-19;47025;1098560;11.0;110.0;22.0;91.189999999999969;
210240;2018-08-19;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-08-19;0;1098826;1.0;30.0;6.0;14.97;
210350;2018-08-19;0;1036623;1.0;23.8;4.76;17.99;
210929;2018-08-19;0;1098825;2.0;60.0;12.0;29.9;
210350;2018-08-19;0;1098825;2.0;60.0;12.0;29.9;
210870;2018-08-19;0;1036196;4.0;96.0;19.2;39.45;
210240;2018-08-19;47025;1098560;14.0;140.0;28.0;116.05999999999995;
210240;2018-08-19;0;1098826;1.0;30.0;6.0;14.97;
210350;2018-08-19;0;1110359;1.0;14.0;2.8;5.93;
210240;2018-08-19;0;1110347;1.0;20.0;4.0;11.35;
210845;2018-08-19;0;1131989;1.0;26.0;5.2;13.31;
210350;2018-08-19;0;1115099;1.0;26.0;5.2;12.33;
210845;2018-08-19;47025;1098560;24.0;240.0;48.0;99.479999999999961;
210240;2018-08-19;0;1036623;1.0;34.0;6.8;17.99;
210845;2018-08-19;0;1098827;2.0;64.0;12.8;32.12;
210845;2018-08-19;47025;1038229;9.0;90.0;18.0;64.96;
210929;2018-08-19;0;1115099;2.0;52.0;10.4;24.66;
210350;2018-08-19;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-08-19;0;1110359;2.0;28.0;5.6;11.86;
210350;2018-08-19;0;1038203;1.0;12.0;2.4;5.52;
210929;2018-08-19;0;1038466;5.0;120.0;24.0;65.9;
210240;2018-08-19;0;1098827;2.0;64.0;12.8;32.12;
210240;2018-08-19;47025;1136294;8.0;80.0;16.0;66.32;
210929;2018-08-19;0;1036623;4.0;136.0;27.2;71.96;
210845;2018-08-19;0;1036196;1.0;24.0;4.8;13.15;
210350;2018-08-19;0;1110347;1.0;20.0;4.0;11.35;
210845;2018-08-19;47025;1136294;4.0;40.0;8.0;33.16;
210845;2018-08-19;0;1098677;2.0;74.0;14.8;39.16;
210350;2018-08-19;0;1038466;2.0;48.0;9.6;26.36;
210845;2018-08-19;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-08-19;47025;1136294;2.0;20.0;4.0;16.58;
210870;2018-08-19;0;1098824;4.0;120.0;24.0;44.61;
210350;2018-08-19;0;1131989;1.0;26.0;5.2;13.31;
210845;2018-08-19;0;1038203;1.0;12.0;2.4;5.52;
210929;2018-08-19;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-08-19;0;1036196;6.0;144.0;28.8;78.9;
210845;2018-08-19;0;1110359;6.0;84.0;16.8;35.58;
210870;2018-08-19;0;1098674;4.0;104.0;20.8;55.68;
210350;2018-08-19;0;1131990;2.0;68.0;13.6;36.6;
210929;2018-08-19;0;1098674;3.0;78.0;15.600000000000001;41.76;
210240;2018-08-19;47025;1038229;18.0;180.0;36.0;146.16000000000003;
210929;2018-08-19;47025;1038229;9.0;90.0;18.0;73.08;
210350;2018-08-19;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-08-19;0;1132788;1.0;20.0;4.0;12.39;
210240;2018-08-19;0;1098825;1.0;30.0;6.0;14.95;
210929;2018-08-19;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-19;47025;1036103;6.0;60.0;12.0;48.9;
210929;2018-08-19;0;1131992;2.0;52.0;10.4;25.8;
210870;2018-08-19;0;1038466;1.0;24.0;4.8;13.18;
210845;2018-08-19;0;1098826;1.0;30.0;6.0;14.97;
210870;2018-08-19;0;1036623;2.0;68.0;13.6;35.98;
210929;2018-08-19;47025;1036513;4.0;40.0;8.0;32.84;
210350;2018-08-19;0;1098677;1.0;37.0;7.4;19.58;
210350;2018-08-19;47025;1098560;10.0;100.0;20.0;74.609999999999985;
210870;2018-08-19;0;1098678;2.0;50.0;10.0;26.44;
210350;2018-08-19;47025;1136294;1.0;10.0;2.0;8.29;
210350;2018-08-19;0;1036196;4.0;96.0;19.2;39.45;
210845;2018-08-18;0;1038203;1.0;12.0;2.4;5.52;
210845;2018-08-18;0;1098827;1.0;32.0;6.4;16.06;
210929;2018-08-18;0;1036196;3.0;72.0;14.399999999999999;39.45;
210845;2018-08-18;47025;1038229;15.0;150.0;30.0;97.440000000000012;
210870;2018-08-18;0;1036623;1.0;34.0;6.8;17.99;
210870;2018-08-18;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210350;2018-08-18;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-08-18;0;1038203;2.0;24.0;4.8;11.04;
210240;2018-08-18;47025;1136294;2.0;20.0;4.0;16.58;
210240;2018-08-18;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-18;0;1036623;5.0;170.0;34.0;35.98;
210845;2018-08-18;47025;1136294;7.0;70.0;14.0;41.449999999999996;
210350;2018-08-18;0;1036196;1.0;24.0;4.8;13.15;
210870;2018-08-18;0;1036196;1.0;24.0;4.8;13.15;
210929;2018-08-18;0;1131992;2.0;52.0;10.4;25.8;
210845;2018-08-18;0;1098822;1.0;26.0;5.2;12.85;
210845;2018-08-18;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-08-18;47025;1036513;4.0;40.0;8.0;32.84;
210845;2018-08-18;0;1110359;2.0;28.0;5.6;11.86;
210240;2018-08-18;0;1098824;1.0;30.0;6.0;14.87;
210240;2018-08-18;47025;1098560;2.0;20.0;4.0;16.58;
210870;2018-08-18;0;1098826;3.0;90.0;18.0;44.910000000000004;
210240;2018-08-18;47025;1038229;6.0;60.0;12.0;40.599999999999994;
210845;2018-08-18;0;1036623;2.0;68.0;13.6;35.98;
210870;2018-08-18;0;1038466;5.0;120.0;24.0;65.9;
210870;2018-08-18;0;1098824;3.0;90.0;18.0;44.61;
210929;2018-08-18;0;1098826;4.0;120.0;24.0;59.88;
210929;2018-08-18;47025;1098560;9.0;90.0;18.0;74.609999999999985;
210929;2018-08-18;0;1098677;1.0;37.0;7.4;19.58;
210845;2018-08-18;0;1132788;1.0;20.0;4.0;12.39;
210929;2018-08-18;0;1110347;1.0;20.0;4.0;11.35;
210929;2018-08-18;47025;1038229;4.0;40.0;8.0;32.48;
210845;2018-08-18;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-08-18;47025;1098560;17.0;170.0;34.0;99.479999999999961;
210929;2018-08-18;47025;1036103;2.0;20.0;4.0;16.3;
210929;2018-08-18;0;1110359;2.0;28.0;5.6;11.86;
210350;2018-08-18;0;1038203;1.0;12.0;2.4;5.52;
210870;2018-08-18;0;1098825;2.0;60.0;12.0;29.9;
210240;2018-08-18;0;1098674;1.0;26.0;5.2;13.92;
210870;2018-08-18;0;1098674;4.0;104.0;20.8;55.68;
210350;2018-08-18;0;1131992;2.0;52.0;10.4;12.9;
210929;2018-08-18;0;1098827;1.0;32.0;6.4;16.06;
210240;2018-08-18;0;1110359;3.0;42.0;8.3999999999999986;17.79;
210240;2018-08-18;0;1036196;1.0;24.0;4.8;13.15;
210350;2018-08-18;0;1110359;6.0;84.0;16.8;35.58;
210350;2018-08-18;47025;1098560;2.0;20.0;4.0;16.58;
210929;2018-08-18;0;1038466;4.0;96.0;19.2;52.72;
210870;2018-08-18;0;1098678;1.0;25.0;5.0;13.22;
210845;2018-08-17;47025;1038229;11.0;110.0;22.0;73.08;
210929;2018-08-17;0;1110359;1.0;14.0;2.8;5.93;
210929;2018-08-17;47025;1036513;2.0;20.0;4.0;16.42;
210929;2018-08-17;0;1131992;2.0;52.0;10.4;25.8;
210240;2018-08-17;47025;1038229;12.0;120.0;24.0;89.320000000000007;
210350;2018-08-17;0;1038466;5.0;120.0;24.0;52.72;
210350;2018-08-17;0;1131992;1.0;26.0;5.2;12.9;
210350;2018-08-17;0;1036196;1.0;24.0;4.8;13.15;
210240;2018-08-17;47025;1136294;3.0;30.0;6.0;24.869999999999997;
210929;2018-08-17;0;1132788;1.0;20.0;4.0;12.39;
210929;2018-08-17;47025;1136294;4.0;40.0;8.0;33.16;
210929;2018-08-17;0;1038203;3.0;36.0;7.1999999999999993;16.56;
210870;2018-08-17;0;1036623;2.0;68.0;13.6;35.98;
210240;2018-08-17;0;1098674;1.0;26.0;5.2;13.92;
210870;2018-08-17;0;1098678;1.0;25.0;5.0;13.22;
210350;2018-08-17;0;1131989;1.0;26.0;5.2;13.31;
210870;2018-08-17;0;1098824;2.0;60.0;12.0;29.74;
210240;2018-08-17;0;1098827;1.0;32.0;6.4;16.06;
210350;2018-08-17;0;1098826;2.0;60.0;12.0;29.94;
210240;2018-08-17;0;1036623;1.0;34.0;6.8;17.99;
210845;2018-08-17;0;1038203;3.0;36.0;7.1999999999999993;16.56;
210350;2018-08-17;0;1098674;1.0;26.0;5.2;13.92;
210350;2018-08-17;47025;1098560;3.0;30.0;6.0;24.869999999999997;
210240;2018-08-17;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-17;0;1098677;3.0;111.0;22.200000000000003;39.16;
210845;2018-08-17;0;1134792;2.0;30.0;6.0;15.02;
210845;2018-08-17;0;1110359;1.0;14.0;2.8;5.93;
210929;2018-08-17;47025;1036103;4.0;40.0;8.0;32.6;
210870;2018-08-17;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-08-17;0;1098826;3.0;90.0;18.0;44.910000000000004;
210929;2018-08-17;0;1036623;1.0;34.0;6.8;17.99;
210240;2018-08-17;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-08-17;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-08-17;0;1098678;1.0;25.0;5.0;13.22;
210350;2018-08-17;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-08-17;0;1098674;1.0;26.0;5.2;13.92;
210350;2018-08-17;0;1131991;1.0;26.0;5.2;12.34;
210240;2018-08-17;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-08-17;0;1098827;1.0;32.0;6.4;16.06;
210350;2018-08-17;0;1098827;2.0;64.0;12.8;32.12;
210240;2018-08-17;0;1098825;1.0;30.0;6.0;14.95;
210929;2018-08-17;0;1131990;2.0;68.0;13.6;36.6;
210845;2018-08-17;47025;1098560;15.0;150.0;30.0;116.05999999999995;
210929;2018-08-17;47025;1038229;6.0;60.0;12.0;48.719999999999992;
210240;2018-08-17;0;1036196;2.0;48.0;9.6;26.3;
210929;2018-08-17;0;1036196;3.0;72.0;14.399999999999999;39.45;
210929;2018-08-17;47025;1098560;2.0;20.0;4.0;16.58;
210845;2018-08-17;0;1098677;1.0;37.0;7.4;19.58;
210350;2018-08-17;0;1110359;2.0;28.0;5.6;11.86;
210870;2018-08-17;0;1098677;1.0;25.9;5.18;19.58;
210845;2018-08-17;0;1098678;2.0;50.0;10.0;13.22;
210350;2018-08-17;0;1038203;6.0;72.0;14.4;5.52;
210350;2018-08-17;0;1098824;1.0;30.0;6.0;14.87;
210870;2018-08-17;0;1098827;1.0;32.0;6.4;16.06;
210350;2018-08-17;0;1036623;3.0;102.0;20.4;53.97;
210240;2018-08-17;47025;1098560;7.0;70.0;14.0;58.029999999999994;
210870;2018-08-17;0;1036196;1.0;24.0;4.8;13.15;
210240;2018-08-17;0;1110359;2.0;28.0;5.6;11.86;
210870;2018-08-17;0;1098677;2.0;74.0;14.8;39.16;
210350;2018-08-16;47025;1136294;2.0;20.0;4.0;16.58;
210845;2018-08-16;47025;1098560;12.0;120.0;24.0;99.479999999999961;
210870;2018-08-16;47025;1038229;7.0;70.0;14.0;32.48;
210929;2018-08-16;0;1036196;3.0;72.0;14.399999999999999;39.45;
210929;2018-08-16;0;1098678;2.0;50.0;10.0;26.44;
210350;2018-08-16;47025;1098560;1.0;10.0;2.0;8.29;
210929;2018-08-16;0;1038203;1.0;12.0;2.4;5.52;
210845;2018-08-16;0;1036623;1.0;34.0;6.8;17.99;
210929;2018-08-16;0;1038466;3.0;72.0;14.399999999999999;39.54;
210845;2018-08-16;0;1038466;5.0;120.0;24.0;65.9;
210870;2018-08-16;0;1131990;4.0;136.0;27.2;73.2;
210240;2018-08-16;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-08-16;47025;1036513;5.0;50.0;10.0;41.050000000000004;
210845;2018-08-16;0;1110359;1.0;14.0;2.8;5.93;
210870;2018-08-16;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-08-16;0;1110359;3.0;42.0;8.3999999999999986;17.79;
210929;2018-08-16;0;1098826;1.0;30.0;6.0;14.97;
210929;2018-08-16;47025;1038229;6.0;60.0;12.0;48.719999999999992;
210350;2018-08-16;0;1098674;1.0;26.0;5.2;13.92;
210870;2018-08-16;0;1098674;3.0;78.0;15.600000000000001;41.76;
210870;2018-08-16;0;1038466;6.0;144.0;28.8;79.080000000000013;
210845;2018-08-16;0;1038203;4.0;48.0;9.6;22.08;
210845;2018-08-16;0;1098677;2.0;74.0;14.8;39.16;
210845;2018-08-16;0;1098822;1.0;26.0;5.2;12.85;
210929;2018-08-16;0;1131989;4.0;104.0;20.8;53.24;
210845;2018-08-16;0;1098678;2.0;50.0;10.0;26.44;
210350;2018-08-16;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-08-16;0;1036196;1.0;24.0;4.8;13.15;
210845;2018-08-16;47025;1038229;19.0;190.0;38.0;129.92000000000002;
210845;2018-08-16;0;1098827;3.0;96.0;19.200000000000003;48.179999999999993;
210845;2018-08-16;0;1036196;5.0;120.0;24.0;65.75;
210929;2018-08-16;47025;1098560;2.0;20.0;4.0;16.58;
210845;2018-08-16;0;1131992;4.0;104.0;20.8;51.6;
210845;2018-08-16;0;1110347;1.0;20.0;4.0;11.35;
210350;2018-08-16;0;1036623;4.0;136.0;27.2;35.98;
210929;2018-08-16;0;1098824;1.0;30.0;6.0;14.87;
210350;2018-08-16;0;1036196;5.0;120.0;24.0;65.75;
210240;2018-08-16;0;1036623;2.0;68.0;13.6;35.98;
210845;2018-08-16;47025;1136294;3.0;30.0;6.0;24.869999999999997;
210929;2018-08-16;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-16;0;1132788;1.0;20.0;4.0;12.39;
210870;2018-08-16;0;1098827;6.0;192.0;38.4;96.36;
210240;2018-08-16;47025;1098560;6.0;60.0;12.0;49.739999999999995;
210240;2018-08-16;47025;1038229;21.0;210.0;42.0;154.28000000000003;
210845;2018-08-16;0;1098824;1.0;30.0;6.0;14.87;
210350;2018-08-16;0;1038466;1.0;24.0;4.8;13.18;
210350;2018-08-16;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-08-16;0;1131992;5.0;130.0;26.0;25.8;
210870;2018-08-16;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-08-16;0;1098826;3.0;90.0;18.0;44.910000000000004;
210870;2018-08-16;0;1098824;2.0;60.0;12.0;29.74;
210240;2018-08-16;47025;1136294;4.0;40.0;8.0;33.16;
210929;2018-08-16;47025;1036103;3.0;30.0;6.0;24.450000000000003;
210870;2018-08-16;0;1131989;3.0;78.0;15.600000000000001;39.93;
210845;2018-08-16;0;1098826;1.0;30.0;6.0;14.97;
210870;2018-08-16;0;1115099;1.0;26.0;5.2;12.33;
210870;2018-08-16;0;1036623;4.0;136.0;27.2;71.96;
210870;2018-08-16;0;1036196;8.0;192.0;38.4;105.20000000000002;
210929;2018-08-15;0;1098824;3.0;90.0;18.0;44.61;
210845;2018-08-15;47025;1038229;29.0;290.0;58.0;146.16000000000003;
210240;2018-08-15;47025;1136294;7.0;70.0;14.0;58.029999999999994;
210929;2018-08-15;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-08-15;0;1110359;4.0;56.0;11.2;17.79;
210350;2018-08-15;0;1110359;2.0;0.0;0.0;11.86;
210870;2018-08-15;0;1098826;6.0;180.0;36.0;74.850000000000009;
210240;2018-08-15;47025;1098560;7.0;70.0;14.0;58.029999999999994;
210870;2018-08-15;0;1098674;5.0;130.0;26.0;27.84;
210929;2018-08-15;0;1131990;1.0;34.0;6.8;18.3;
210240;2018-08-15;47025;1038229;14.0;140.0;28.0;113.68000000000002;
210845;2018-08-15;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-08-15;0;1115099;2.0;52.0;10.4;24.66;
210870;2018-08-15;0;1036196;5.0;120.0;24.0;26.3;
210350;2018-08-15;0;1098824;2.0;60.0;12.0;14.87;
210350;2018-08-15;0;1038466;2.0;48.0;9.6;26.36;
210870;2018-08-15;0;1038466;3.0;72.0;14.399999999999999;26.36;
210870;2018-08-15;0;1098824;4.0;120.0;24.0;44.61;
210845;2018-08-15;0;1098824;2.0;60.0;12.0;29.74;
210870;2018-08-15;47025;1038229;10.0;100.0;20.0;64.96;
210845;2018-08-15;0;1038466;3.0;72.0;14.399999999999999;39.54;
210870;2018-08-15;0;1036623;4.0;136.0;27.2;53.97;
210929;2018-08-15;0;1036623;3.0;102.0;20.4;53.97;
210870;2018-08-15;0;1131990;3.0;102.0;20.4;36.6;
210350;2018-08-15;47025;1098560;2.0;20.0;4.0;16.58;
210870;2018-08-15;0;1131989;1.0;26.0;5.2;13.31;
210929;2018-08-15;0;1036196;4.0;96.0;19.2;52.6;
210929;2018-08-15;47025;1136294;4.0;40.0;8.0;33.16;
210870;2018-08-15;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-15;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-08-15;0;1098827;2.0;64.0;12.8;32.12;
210240;2018-08-15;0;1098826;1.0;30.0;6.0;14.97;
210929;2018-08-15;47025;1036513;2.0;20.0;4.0;16.42;
210240;2018-08-15;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-08-15;47025;1098560;10.0;100.0;20.0;82.899999999999977;
210240;2018-08-15;0;1036196;1.0;24.0;4.8;13.15;
210929;2018-08-15;0;1098674;2.0;52.0;10.4;27.84;
210870;2018-08-15;0;1098678;1.0;25.0;5.0;13.22;
210845;2018-08-15;0;1098822;1.0;26.0;5.2;12.85;
210350;2018-08-15;0;1036623;2.0;68.0;13.6;17.99;
210350;2018-08-15;47025;1136294;3.0;30.0;6.0;16.58;
210845;2018-08-15;0;1131991;1.0;26.0;5.2;12.34;
210350;2018-08-15;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-08-15;0;1038203;1.0;12.0;2.4;5.52;
210845;2018-08-15;0;1098823;1.0;26.0;5.2;12.85;
210240;2018-08-15;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-15;0;1038203;3.0;36.0;7.1999999999999993;16.56;
210845;2018-08-15;0;1036623;2.0;68.0;13.6;35.98;
210845;2018-08-15;47025;1136294;4.0;40.0;8.0;33.16;
210929;2018-08-15;0;1038466;2.0;48.0;9.6;26.36;
210350;2018-08-15;0;1110359;5.0;70.0;14.0;29.65;
210929;2018-08-15;0;1131992;1.0;26.0;5.2;12.9;
210845;2018-08-15;0;1110359;1.0;14.0;2.8;5.93;
210240;2018-08-15;0;1098827;1.0;32.0;6.4;16.06;
210240;2018-08-15;0;1036623;1.0;34.0;6.8;17.99;
210845;2018-08-15;0;1036196;2.0;48.0;9.6;26.3;
210350;2018-08-15;0;1036196;1.0;24.0;4.8;13.15;
210929;2018-08-15;0;1098677;1.0;37.0;7.4;19.58;
210350;2018-08-15;0;1098677;1.0;37.0;7.4;19.58;
210845;2018-08-15;47025;1098560;17.0;170.0;34.0;124.34999999999994;
210929;2018-08-15;47025;1038229;4.0;40.0;8.0;32.48;
210870;2018-08-15;0;1115099;2.0;52.0;10.4;24.66;
210845;2018-08-14;0;1110359;1.0;0.0;0.0;5.93;
210845;2018-08-14;0;1098824;1.0;30.0;6.0;14.87;
210870;2018-08-14;0;1038466;2.0;48.0;9.6;26.36;
210870;2018-08-14;0;1098674;2.0;52.0;10.4;27.84;
210350;2018-08-14;0;1038466;2.0;48.0;9.6;26.36;
210240;2018-08-14;0;1110359;1.0;14.0;2.8;5.93;
210929;2018-08-14;47025;1036513;5.0;50.0;10.0;41.050000000000004;
210350;2018-08-14;47025;1098560;6.0;60.0;12.0;24.869999999999997;
210240;2018-08-14;0;1110349;1.0;32.0;6.4;16.89;
210929;2018-08-14;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-08-14;0;1038466;4.0;96.0;19.2;52.72;
210929;2018-08-14;0;1098677;5.0;185.0;37.0;97.899999999999991;
